Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-II.json	801	3	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	44	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-INT.json	782	4	1	0	0	0	0	14	0	6	0	0	0	0	0	0	0	1	0	0	44	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-KMEHRMS.json	171613	39	0	0	0	0	0	283	0	313	0	0	1	0	0	0	0	15	0	0	3626	3677	0	0	0	99	0	4
fsh-generated/resources/StructureDefinition-PQ.json	876	4	0	0	0	0	0	18	0	11	0	0	0	0	0	0	0	0	0	0	45	78	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-REAL.json	839	3	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	33	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RTO.json	686	4	0	0	0	0	0	17	0	4	0	0	0	0	0	0	0	1	0	0	32	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	587	3	0	0	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	31	65	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-TS.json	706	3	1	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	39	61	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-Untyped.json	702	3	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	41	61	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-VisibilityFlag.json	1193	4	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0	0	47	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	4	0	0	0	0	0	99	0	50	0	0	0	0	0	0	0	4	0	0	635	794	0	1	0	19	1	1
fsh-generated/resources/StructureDefinition-be-model-medicationdispense.json	8829	5	0	0	0	0	0	18	0	11	0	0	0	0	0	0	0	0	0	0	164	154	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-be-model-medicationline.json	13923	5	1	0	0	0	0	25	0	18	0	0	1	0	0	0	0	1	0	0	288	234	0	0	0	6	0	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	3	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	14	2623	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	773	3	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	12	133	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-type-vs.json	507	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	68	0	0	0	1	0	0
