Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-INT.json	782	3	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	35	65	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-KMEHRMS.json	171613	41	0	0	0	0	0	326	0	236	0	0	1	0	0	0	0	5	0	0	3612	3775	0	0	0	73	0	4
fsh-generated/resources/StructureDefinition-PQ.json	876	4	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	50	72	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-REAL.json	839	3	1	0	0	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	35	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-RTO.json	686	3	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	33	54	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ST.json	587	3	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	33	54	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-TS.json	706	17	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	33	53	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-Untyped.json	702	3	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	37	57	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-VisibilityFlag.json	1193	4	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	49	66	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	5	1	0	0	0	0	100	0	51	0	0	0	0	0	0	0	1	0	0	622	725	0	0	0	16	0	1
fsh-generated/resources/StructureDefinition-be-model-medicationdispense.json	8829	5	0	0	0	0	0	45	0	11	0	0	0	0	0	0	0	0	0	0	190	149	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-be-model-medicationline.json	13947	6	0	0	0	0	0	33	0	19	0	0	1	0	0	0	0	1	0	0	288	223	0	0	0	5	1	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	4	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	18	2693	0	0	0	1	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	1060	3	0	0	0	0	0	0	1	78	0	0	0	0	0	0	0	0	0	0	12	106	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-line-origin-type-vs.json	607	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	70	0	0	0	0	0	1
fsh-generated/resources/ValueSet-medication-type-vs.json	507	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	58	0	0	0	0	0	0
