"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"BeModelMedicationLine.adherence.status","BeModelMedicationLine.adherence.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The status - taking, not taking,...","The status - taking, not taking,...","","","","","","","","","",,"required","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeMedicationLineAdherenceStatusVS","",,,,"BeModelMedicationLine.adherence.status",1,1,"",""
"BeModelMedicationLine.adherence.adherenceStatusReason","BeModelMedicationLine.adherence.adherenceStatusReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason for the adherence status","Reason for the adherence status","The value set provided is an indicative example","","","","","","","","",,"example","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeMedicationLineAdherenceStatusReasonVS","",,,,"BeModelMedicationLine.adherence.adherenceStatusReason",0,1,"",""
"BeModelMedicationLine.medication","BeModelMedicationLine.medication","","","",1,1,"","","","BackboneElement {[]} {[]}
","The product or substance","The product or substance","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.medication",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelMedicationLine.medication.id","BeModelMedicationLine.medication.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelMedicationLine.medication.extension","BeModelMedicationLine.medication.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.medication.modifierExtension","BeModelMedicationLine.medication.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.medication.product","BeModelMedicationLine.medication.product","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/BeModelMedication]]}
","Product reference, identifier or name","Product reference, identifier or name","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.medication.product",1,1,"",""
"BeModelMedicationLine.medication.type","BeModelMedicationLine.medication.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of medication - magistral, medicinal product, non-medicinal product","Type of medication - magistral, medicinal product, non-medicinal product","","","","","","","","","",,"required","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeMedicationTypeVS","",,,,"BeModelMedicationLine.medication.type",1,1,"",""
"BeModelMedicationLine.reason","BeModelMedicationLine.reason","","","",0,*,"","","","BackboneElement {[]} {[]}
","Reason for the medication treatment","Reason for the medication treatment","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.reason",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelMedicationLine.reason.id","BeModelMedicationLine.reason.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelMedicationLine.reason.extension","BeModelMedicationLine.reason.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.reason.modifierExtension","BeModelMedicationLine.reason.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.reason.reference","BeModelMedicationLine.reason.reference","","","",0,1,"","","","Reference {[]} {[]}
","Reference to existing condition or reason","Reference to existing condition or reason","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.reason.reference",0,1,"",""
"BeModelMedicationLine.reason.code","BeModelMedicationLine.reason.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Code of the condition, or free text","Code of the condition, or free text","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.reason.code",0,1,"",""
"BeModelMedicationLine.effectivePeriod","BeModelMedicationLine.effectivePeriod","","","",1,1,"","","","BackboneElement {[]} {[]}
","Period of medication treatment","Period of medication treatment","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.effectivePeriod",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"BeModelMedicationLine.effectivePeriod.id","BeModelMedicationLine.effectivePeriod.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"BeModelMedicationLine.effectivePeriod.extension","BeModelMedicationLine.effectivePeriod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.effectivePeriod.modifierExtension","BeModelMedicationLine.effectivePeriod.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"BeModelMedicationLine.effectivePeriod.start","BeModelMedicationLine.effectivePeriod.start","","","",1,1,"","","","dateTime {[]} {[]}
","The begin of the medication line","The begin of the medication line","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.effectivePeriod.start",1,1,"",""
"BeModelMedicationLine.effectivePeriod.end","BeModelMedicationLine.effectivePeriod.end","","","",0,1,"","","","dateTime {[]} {[]}
","The end of the medication line","The end of the medication line","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.effectivePeriod.end",0,1,"",""
"BeModelMedicationLine.dosage","BeModelMedicationLine.dosage","","","",0,*,"","","","https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/BeModelDosagingInformation {[]} {[]}
","Structured Dosage","Structured Dosage","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.dosage",0,*,"",""
"BeModelMedicationLine.offLabel","BeModelMedicationLine.offLabel","","","",0,1,"","","","string {[]} {[]}
","Reason for Off-label use or dosage override","Reason for Off-label use or dosage override","isOffLabelUse and reason are expected to be manually filled by the prescriber, indicating that this dosage is not entered in error. This information is an indication (for example) for the pharmacist to see that there is a justification of the dosage difference.","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.offLabel",0,1,"",""
"BeModelMedicationLine.exposure","BeModelMedicationLine.exposure","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Therapeutic, Prophylactic","Therapeutic, Prophylactic","","","","","","","","","",,"required","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeMedicationExposureIntentVS","",,,,"BeModelMedicationLine.exposure",0,1,"",""
"BeModelMedicationLine.originType","BeModelMedicationLine.originType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The origin of the line - hospital, ambulatory","The origin of the line - hospital, ambulatory","","","","","","","","","",,"required","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeMedicationLineOriginTypeVS","",,,,"BeModelMedicationLine.originType",0,1,"",""
"BeModelMedicationLine.note","BeModelMedicationLine.note","","","",0,*,"","","","Annotation {[]} {[]}
","A note captured by a professional","A note captured by a professional","","","","","","","","","",,,,,"",,,,"BeModelMedicationLine.note",0,*,"",""
