"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"be-model-medicationprescription.dosageOverrideReason","be-model-medicationprescription.dosageOverrideReason","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/CD]]} {[]}
","Reason why standard dosage is overriden","Reason why standard dosage is overriden","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.dosageOverrideReason",0,1,"",""
"be-model-medicationprescription.validFrom","be-model-medicationprescription.validFrom","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/DT]]} {[]}
","Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate","Effective date of the prescription. The prescription is not dispensable before this date. In most cases this information repeats issueDate","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.validFrom",0,1,"",""
"be-model-medicationprescription.validUntil","be-model-medicationprescription.validUntil","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/DT]]} {[]}
","The validity period end date. The prescription is not dispensable after this date.","The validity period end date. The prescription is not dispensable after this date.","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.validUntil",0,1,"",""
"be-model-medicationprescription.category","be-model-medicationprescription.category","","","",0,*,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/CD]]} {[]}
","Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc).","Category or categories of prescription. For example type of reimbursement, or type of prescription (e.g. hospital, private, etc).","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.category",0,*,"",""
"be-model-medicationprescription.note","be-model-medicationprescription.note","","","",0,*,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/ST]]} {[]}
","Additional information or comments","Additional information or comments","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.note",0,*,"",""
"be-model-medicationprescription.dispenseRequest","be-model-medicationprescription.dispenseRequest","","","",0,1,"","","","BackboneElement {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/Class]]} {[]}
","Dispense Request or authorization for the prescribed medication","Dispense Request or authorization for the prescribed medication","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.dispenseRequest",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"be-model-medicationprescription.dispenseRequest.id","be-model-medicationprescription.dispenseRequest.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"be-model-medicationprescription.dispenseRequest.extension","be-model-medicationprescription.dispenseRequest.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-model-medicationprescription.dispenseRequest.modifierExtension","be-model-medicationprescription.dispenseRequest.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-model-medicationprescription.dispenseRequest.dispenseInterval","be-model-medicationprescription.dispenseRequest.dispenseInterval","","","",0,1,"","","","Duration {[]} {[]}
","Minimum period of time between dispenses","Minimum period of time between dispenses","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.dispenseRequest.dispenseInterval",0,1,"",""
"be-model-medicationprescription.dispenseRequest.quantityPerDispense","be-model-medicationprescription.dispenseRequest.quantityPerDispense","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity]]} {[]}
","Amount of medication to supply per dispense","Amount of medication to supply per dispense","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.dispenseRequest.quantityPerDispense",0,1,"",""
"be-model-medicationprescription.instructionsForReimbursement","be-model-medicationprescription.instructionsForReimbursement","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/CD]]} {[]}
","Instructions for reimbursement","Instructions for reimbursement","","","","","","","","","",,"extensible","Instructions for reimbursement","MedicationRequestReimbursementTypeVS","",,,,"be-model-medicationprescription.instructionsForReimbursement",0,1,"",""
"be-model-medicationprescription.groupIdentifier","be-model-medicationprescription.groupIdentifier","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/II]]} {[]}
","Identifier for the group that this prescription belongs to. This might be the common identifier in use cases where one national prescription contains several medication items, which can be handled as separate orders","Identifier for the group that this prescription belongs to. This might be the common identifier in use cases where one national prescription contains several medication items, which can be handled as separate orders","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.groupIdentifier",0,1,"",""
"be-model-medicationprescription.recordingDate","be-model-medicationprescription.recordingDate","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/DT]]} {[]}
","Time of authoring the prescription/draft in the information system","Time of authoring the prescription/draft in the information system","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.recordingDate",0,1,"",""
"be-model-medicationprescription.issueDate","be-model-medicationprescription.issueDate","","","",1,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/DT]]} {[]}
","Time of issuing (signing) the prescription by health care practicioner","Time of issuing (signing) the prescription by health care practicioner","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.issueDate",1,1,"",""
"be-model-medicationprescription.recorder","be-model-medicationprescription.recorder","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole]]}
","The recorder of the prescription/draft in the information system","The recorder of the prescription/draft in the information system","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.recorder",0,1,"",""
"be-model-medicationprescription.noSubstitution","be-model-medicationprescription.noSubstitution","","","",0,1,"","","","BackboneElement {[]} {[]}
","Substitution is not allowed for a given reason","Substitution is not allowed for a given reason","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.noSubstitution",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"be-model-medicationprescription.noSubstitution.id","be-model-medicationprescription.noSubstitution.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"be-model-medicationprescription.noSubstitution.extension","be-model-medicationprescription.noSubstitution.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-model-medicationprescription.noSubstitution.modifierExtension","be-model-medicationprescription.noSubstitution.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"be-model-medicationprescription.noSubstitution.noSubstitutionFlag","be-model-medicationprescription.noSubstitution.noSubstitutionFlag","","","",1,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/BL]]} {[]}
","Substitution of the product is not allowed.","Substitution of the product is not allowed.","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.noSubstitution.noSubstitutionFlag",1,1,"",""
"be-model-medicationprescription.noSubstitution.noSubstitutionReason","be-model-medicationprescription.noSubstitution.noSubstitutionReason","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/CD]]} {[]}
","Coded reason for the no-substitution requirement","Coded reason for the no-substitution requirement","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.noSubstitution.noSubstitutionReason",0,1,"",""
"be-model-medicationprescription.noSubstitution.noSubstitutionReasonText","be-model-medicationprescription.noSubstitution.noSubstitutionReasonText","","","",0,1,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/ST]]} {[]}
","Textual reason for the no-substitution requirement","Textual reason for the no-substitution requirement","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.noSubstitution.noSubstitutionReasonText",0,1,"",""
"be-model-medicationprescription.allowedSubstitutionType","be-model-medicationprescription.allowedSubstitutionType","","","",0,*,"","","","Element {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/medication/StructureDefinition/CD]]} {[]}
","Specific type of substitution that is allowed. Can be an explicit relaxation to normal jurisdictional substitution rules, especially in hospital context.","Specific type of substitution that is allowed. Can be an explicit relaxation to normal jurisdictional substitution rules, especially in hospital context.","","","","","","","","","",,,,,"",,,,"be-model-medicationprescription.allowedSubstitutionType",0,*,"",""
