"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping","Mapping: HL7 v2 Mapping"
"Dosage","Dosage","","","",0,*,"","","","null {[]} {[]}
","How the medication is/was taken or should be taken","Indicates how the medication is/was taken or should be taken by the patient.","","","","","","","","","",,,,,"",,,,"Dosage",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a",".outboundRelationship[typeCode=COMP].target[classCode=SBADM, moodCode=INT]"
"Dosage.timing.modifierExtension","Dosage.timing.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Dosage.timing.event","Dosage.timing.event","","","",0,*,"Y","","Y","dateTime {[]} {[]}
","When the event occurs","Identifies specific times when the event occurs.","","In a Medication Administration Record, for instance, you need to take a general specification, and turn it into a precise specification.","","","","","","","",,,,,"",,,,"Timing.event",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","QLIST<TS>"
"Dosage.timing.repeat","Dosage.timing.repeat","","","",0,1,"","","Y","Element {[]} {[]}
","When the event is to occur","A set of rules that describe when the event is scheduled.","","Many timing schedules are determined by regular repetitions.","","","","","","","",,,,,"",,,,"Timing.repeat",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
tim-1:if there's a duration, there needs to be duration units {duration.empty() or durationUnit.exists()}tim-2:if there's a period, there needs to be period units {period.empty() or periodUnit.exists()}tim-4:duration SHALL be a non-negative value {duration.exists() implies duration >= 0}tim-5:period SHALL be a non-negative value {period.exists() implies period >= 0}tim-6:If there's a periodMax, there must be a period {periodMax.empty() or period.exists()}tim-7:If there's a durationMax, there must be a duration {durationMax.empty() or duration.exists()}tim-8:If there's a countMax, there must be a count {countMax.empty() or count.exists()}tim-9:If there's an offset, there must be a when (and not C, CM, CD, CV) {offset.empty() or (when.exists() and ((when in ('C' | 'CM' | 'CD' | 'CV')).not()))}tim-10:If there's a timeOfDay, there cannot be a when, or vice versa {timeOfDay.empty() or when.empty()}","Implies PIVL or EIVL"
"Dosage.timing.repeat.id","Dosage.timing.repeat.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Dosage.timing.repeat.extension","Dosage.timing.repeat.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Dosage.timing.repeat.bounds[x]","Dosage.timing.repeat.bounds[x]","","","",0,1,"","","Y","Duration {[]} {[]}
Range {[]} {[]}Period {[]} {[]}","Length/Range of lengths, or (Start and/or end) limits","Either a duration for the length of the timing schedule, a range of possible length, or outer bounds for start and/or end limits of the timing schedule.","","","","","","","","","",,,,,"",,,,"Timing.repeat.bounds[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","IVL(TS) used in a QSI"
"Dosage.timing.repeat.count","Dosage.timing.repeat.count","","","",0,1,"","","Y","positiveInt {[]} {[]}
","Number of times to repeat","A total count of the desired number of repetitions across the duration of the entire timing specification. If countMax is present, this element indicates the lower bound of the allowed range of count values.","If you have both bounds and count, then this should be understood as within the bounds period, until count times happens.","Repetitions may be limited by end time or total occurrences.","","","","","","","",,,,,"",,,,"Timing.repeat.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.count"
"Dosage.timing.repeat.countMax","Dosage.timing.repeat.countMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","Maximum number of times to repeat","If present, indicates that the count is a range - so to perform the action between [count] and [countMax] times.","","","","","","","","","",,,,,"",,,,"Timing.repeat.countMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.count"
"Dosage.timing.repeat.duration","Dosage.timing.repeat.duration","","","",0,1,"","","Y","decimal {[]} {[]}
","How long when it happens","How long this thing happens for when it happens. If durationMax is present, this element indicates the lower bound of the allowed range of the duration.","For some events the duration is part of the definition of the event (e.g. IV infusions, where the duration is implicit in the specified quantity and rate). For others, it's part of the timing specification (e.g. exercise).","Some activities are not instantaneous and need to be maintained for a period of time.","","","","","","","",,,,,"",,,,"Timing.repeat.duration",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.durationMax","Dosage.timing.repeat.durationMax","","","",0,1,"","","Y","decimal {[]} {[]}
","How long when it happens (Max)","If present, indicates that the duration is a range - so to perform the action between [duration] and [durationMax] time length.","For some events the duration is part of the definition of the event (e.g. IV infusions, where the duration is implicit in the specified quantity and rate). For others, it's part of the timing specification (e.g. exercise).","Some activities are not instantaneous and need to be maintained for a period of time.","","","","","","","",,,,,"",,,,"Timing.repeat.durationMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.durationUnit","Dosage.timing.repeat.durationUnit","","","",0,1,"","","Y","code {[]} {[]}
","s | min | h | d | wk | mo | a - unit of time (UCUM)","The units of time for the duration, in UCUM units.","","","","","","","","","",,"required","A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.durationUnit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase.unit"
"Dosage.timing.repeat.frequency","Dosage.timing.repeat.frequency","","","",0,1,"","","Y","positiveInt {[]} {[]}
","Event occurs frequency times per period","The number of times to repeat the action within the specified period. If frequencyMax is present, this element indicates the lower bound of the allowed range of the frequency.","","","","If no frequency is stated, the assumption is that the event occurs once per period, but systems SHOULD always be specific about this","","","","","",,,,,"",,,,"Timing.repeat.frequency",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.frequencyMax","Dosage.timing.repeat.frequencyMax","","","",0,1,"","","Y","positiveInt {[]} {[]}
","Event occurs up to frequencyMax times per period","If present, indicates that the frequency is a range - so to repeat between [frequency] and [frequencyMax] times within the period or period range.","","","","","","","","","",,,,,"",,,,"Timing.repeat.frequencyMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.period","Dosage.timing.repeat.period","","","",0,1,"","","Y","decimal {[]} {[]}
","Event occurs frequency times per period","Indicates the duration of time over which repetitions are to occur; e.g. to express ""3 times per day"", 3 would be the frequency and ""1 day"" would be the period. If periodMax is present, this element indicates the lower bound of the allowed range of the period length.","","","","","","","","","",,,,,"",,,,"Timing.repeat.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.periodMax","Dosage.timing.repeat.periodMax","","","",0,1,"","","Y","decimal {[]} {[]}
","Upper limit of period (3-4 hours)","If present, indicates that the period is a range from [period] to [periodMax], allowing expressing concepts such as ""do this once every 3-5 days.","","","","","","","","","",,,,,"",,,,"Timing.repeat.periodMax",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase"
"Dosage.timing.repeat.periodUnit","Dosage.timing.repeat.periodUnit","","","",0,1,"","","Y","code {[]} {[]}
","s | min | h | d | wk | mo | a - unit of time (UCUM)","The units of time for the period in UCUM units.","","","","","","","","","",,"required","A unit of time (units from UCUM).","http://hl7.org/fhir/ValueSet/units-of-time|4.0.1","",,,,"Timing.repeat.periodUnit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PIVL.phase.unit"
"Dosage.timing.repeat.dayOfWeek","Dosage.timing.repeat.dayOfWeek","","","",0,*,"","","Y","code {[]} {[]}
","mon | tue | wed | thu | fri | sat | sun","If one or more days of week is provided, then the action happens only on the specified day(s).","If no days are specified, the action is assumed to happen every day as otherwise specified. The elements frequency and period cannot be used as well as dayOfWeek.","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/days-of-week|4.0.1","",,,,"Timing.repeat.dayOfWeek",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"Dosage.timing.repeat.timeOfDay","Dosage.timing.repeat.timeOfDay","","","",0,*,"","","Y","time {[]} {[]}
","Time of day for action","Specified time of day for action to take place.","When time of day is specified, it is inferred that the action happens every day (as filtered by dayofWeek) on the specified times. The elements when, frequency and period cannot be used as well as timeOfDay.","","","","","","","","",,,,,"",,,,"Timing.repeat.timeOfDay",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"Dosage.timing.repeat.when","Dosage.timing.repeat.when","","","",0,*,"","","Y","code {[]} {[]}
","Code for time period of occurrence","An approximate time period during the day, potentially linked to an event of daily living that indicates when the action should occur.","When more than one event is listed, the event is tied to the union of the specified events.","Timings are frequently determined by occurrences such as waking, eating and sleep.","","","","","","","",,"required","Real world event relating to the schedule.","http://hl7.org/fhir/ValueSet/event-timing|4.0.1","",,,,"Timing.repeat.when",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","EIVL.event"
"Dosage.timing.repeat.offset","Dosage.timing.repeat.offset","","","",0,1,"","","Y","unsignedInt {[]} {[]}
","Minutes from event (before or after)","The number of minutes from the event. If the event code does not indicate whether the minutes is before or after the event, then the offset is assumed to be after the event.","","","","","","","","","",,,,,"",,,,"Timing.repeat.offset",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","EIVL.offset"
"Dosage.timing.code","Dosage.timing.code","","","",0,1,"Y","","Y","CodeableConcept {[]} {[]}
","BID | TID | QID | AM | PM | QD | QOD | +","A code for the timing schedule (or just text in code.text). Some codes such as BID are ubiquitous, but many institutions define their own additional codes. If a code is provided, the code is understood to be a complete statement of whatever is specified in the structured timing data, and either the code or the data may be used to interpret the Timing, with the exception that .repeat.bounds still applies over the code (and is not contained in the code).","BID etc. are defined as 'at institutionally specified times'. For example, an institution may choose that BID is ""always at 7am and 6pm"".  If it is inappropriate for this choice to be made, the code BID should not be used. Instead, a distinct organization-specific code should be used in place of the HL7-defined BID code and/or a structured representation should be used (in this case, specifying the two event times).","","","","","","","","",,"preferred","Code for a known / defined timing pattern.","http://hl7.org/fhir/ValueSet/timing-abbreviation|4.0.1","",,,,"Timing.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","QSC.code"
"Dosage.asNeeded[x]","Dosage.asNeeded[x]","","","",0,1,"","","Y","boolean {[]} {[]}
CodeableConcept {[]} {[]}","Take ""as needed"" (for x)","Indicates whether the Medication is only taken when needed within a specific dosing schedule (Boolean option), or it indicates the precondition for taking the Medication (CodeableConcept).","Can express ""as needed"" without a reason by setting the Boolean = True.  In this case the CodeableConcept is not populated.  Or you can express ""as needed"" with a reason by including the CodeableConcept.  In this case the Boolean is assumed to be True.  If you set the Boolean to False, then the dose is given according to the schedule and is not ""prn"" or ""as needed"".","","","","","","","","",,"example","A coded concept identifying the precondition that should be met or evaluated prior to consuming or administering a medication dose.  For example ""pain"", ""30 minutes prior to sexual intercourse"", ""on flare-up"" etc.","http://hl7.org/fhir/ValueSet/medication-as-needed-reason|4.0.1","",,,,"Dosage.asNeeded[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=PRCN].target[classCode=OBS, moodCode=EVN, code=""as needed""].value=boolean or codable concept","TQ1-9"
"Dosage.site","Dosage.site","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Body site to administer to","Body site to administer to.","If the use case requires attributes from the BodySite resource (e.g. to identify and track separately) then use the standard extension [bodySite](http://hl7.org/fhir/R4/extension-bodysite.html).  May be a summary code, or a reference to a very precise definition of the location, or both.","A coded specification of the anatomic site where the medication first enters the body.","","","","","","","",,"example","A coded concept describing the site location the medicine enters into or onto the body.","http://hl7.org/fhir/ValueSet/approach-site-codes|4.0.1","",,,,"Dosage.site",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".approachSiteCode","RXR-2"
"Dosage.route","Dosage.route","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","How drug should enter body","How drug should enter body.","","A code specifying the route or physiological path of administration of a therapeutic agent into or onto a patient's body.","","","","","","","",,"required","","https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/BeRouteOfAdministrationVS","",,,,"Dosage.route",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".routeCode","RXR-1"
"Dosage.method","Dosage.method","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Technique for administering medication","Technique for administering medication.","Terminologies used often pre-coordinate this term with the route and or form of administration.","A coded value indicating the method by which the medication is introduced into or onto the body. Most commonly used for injections.  For examples, Slow Push; Deep IV.","","","","","","","",,"example","A coded concept describing the technique by which the medicine is administered.","http://hl7.org/fhir/ValueSet/administration-method-codes|4.0.1","",,,,"Dosage.method",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".doseQuantity","RXR-4"
"Dosage.doseAndRate","Dosage.doseAndRate","","","",0,*,"","","Y","Element {[]} {[]}
","Amount of medication administered","The amount of medication administered.","","","","","","","","","",,,,,"",,,,"Dosage.doseAndRate",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","TQ1-2"
"Dosage.doseAndRate.id","Dosage.doseAndRate.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Dosage.doseAndRate.extension","Dosage.doseAndRate.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Dosage.doseAndRate.type","Dosage.doseAndRate.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The kind of dose or rate specified","The kind of dose or rate specified, for example, ordered or calculated.","","If the type is not populated, assume to be ""ordered"".","","","","","","","",,"example","The kind of dose or rate specified.","http://hl7.org/fhir/ValueSet/dose-rate-type|4.0.1","",,,,"Dosage.doseAndRate.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","RXO-21; RXE-23"
"Dosage.doseAndRate.dose[x]","Dosage.doseAndRate.dose[x]","","","",0,1,"","","Y","Range {[]} {[]}
Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity|4.0.1]]} {[]}","Amount of medication per dose","Amount of medication per dose.","Note that this specifies the quantity of the specified medication, not the quantity for each active ingredient(s). Each ingredient amount can be communicated in the Medication resource. For example, if one wants to communicate that a tablet was 375 mg, where the dose was one tablet, you can use the Medication resource to document that the tablet was comprised of 375 mg of drug XYZ. Alternatively if the dose was 375 mg, then you may only need to use the Medication resource to indicate this was a tablet. If the example were an IV such as dopamine and you wanted to communicate that 400mg of dopamine was mixed in 500 ml of some IV solution, then this would all be communicated in the Medication resource. If the administration is not intended to be instantaneous (rate is present or timing has a duration), this can be specified to convey the total amount to be administered over the period of time as indicated by the schedule e.g. 500 ml in dose, with timing used to convey that this should be done over 4 hours.","The amount of therapeutic or other substance given at one administration event.","","","","","","","",,,,,"","type:$this}
","",,"closed","Dosage.doseAndRate.dose[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".doseQuantity","RXO-2, RXE-3"
"Dosage.doseAndRate.dose[x]:doseRange","Dosage.doseAndRate.dose[x]","doseRange","","",0,1,"Y","","Y","Range {[]} {[]}
","Amount of medication per dose","Amount of medication per dose.","Note that this specifies the quantity of the specified medication, not the quantity for each active ingredient(s). Each ingredient amount can be communicated in the Medication resource. For example, if one wants to communicate that a tablet was 375 mg, where the dose was one tablet, you can use the Medication resource to document that the tablet was comprised of 375 mg of drug XYZ. Alternatively if the dose was 375 mg, then you may only need to use the Medication resource to indicate this was a tablet. If the example were an IV such as dopamine and you wanted to communicate that 400mg of dopamine was mixed in 500 ml of some IV solution, then this would all be communicated in the Medication resource. If the administration is not intended to be instantaneous (rate is present or timing has a duration), this can be specified to convey the total amount to be administered over the period of time as indicated by the schedule e.g. 500 ml in dose, with timing used to convey that this should be done over 4 hours.","The amount of therapeutic or other substance given at one administration event.","","","","","","","",,,,,"",,,,"Dosage.doseAndRate.dose[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".doseQuantity","RXO-2, RXE-3"
